PUMA,NAME,variable,estimate,moe,summary_est,summary_moe,relfreq
4200400,"Bradford, Tioga & Sullivan Counties PUMA; Pennsylvania","Educational services, and health care and social assistance",11858,413,47558,526,0.2493376508684133
4200400,"Bradford, Tioga & Sullivan Counties PUMA; Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",2848,243,47558,526,0.05988477227806047
4200400,"Bradford, Tioga & Sullivan Counties PUMA; Pennsylvania","Other services, except public administration",2114,194,47558,526,0.04445098616426259
4200400,"Bradford, Tioga & Sullivan Counties PUMA; Pennsylvania",Public administration,1579,200,47558,526,0.033201564405567936
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",1845,237,64348,830,0.028672219804811338
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Construction,5593,425,64348,830,0.08691800832970721
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Manufacturing,5447,373,64348,830,0.08464909554298503
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Wholesale trade,1569,204,64348,830,0.024383042207994032
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Retail trade,8224,498,64348,830,0.12780505998632435
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Transportation and warehousing, and utilities",4036,340,64348,830,0.0627214521041835
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Information,972,156,64348,830,0.01510536458009573
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Finance and insurance, and real estate, and rental and leasing",3568,391,64348,830,0.05544849878784111
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",5436,410,64348,830,0.08447815005905389
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Educational services, and health care and social assistance",14249,594,64348,830,0.221436563684963
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",6653,563,64348,830,0.10339093678125194
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania","Other services, except public administration",3596,337,64348,830,0.05588363274693852
4200500,"Pike, Wayne & Susquehanna Counties PUMA; Pennsylvania",Public administration,3160,310,64348,830,0.04910797538385031
4200600,"Monroe County PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",595,232,80347,1347,0.00740537916785941
4200600,"Monroe County PUMA, Pennsylvania",Construction,5000,631,80347,1347,0.06223007704083538
4200600,"Monroe County PUMA, Pennsylvania",Manufacturing,7844,717,80347,1347,0.09762654486166254
4200600,"Monroe County PUMA, Pennsylvania",Wholesale trade,1847,417,80347,1347,0.022987790458884588
4200600,"Monroe County PUMA, Pennsylvania",Retail trade,10762,888,80347,1347,0.13394401782269408
4200600,"Monroe County PUMA, Pennsylvania","Transportation and warehousing, and utilities",5946,606,80347,1347,0.07400400761696142
4200600,"Monroe County PUMA, Pennsylvania",Information,1144,236,80347,1347,0.014238241626943135
4200600,"Monroe County PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",4471,518,80347,1347,0.055646134889914996
4200600,"Monroe County PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",7517,773,80347,1347,0.09355669782319191
4200600,"Monroe County PUMA, Pennsylvania","Educational services, and health care and social assistance",16925,941,80347,1347,0.21064881078322775
4200600,"Monroe County PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",10650,992,80347,1347,0.13255006409697936
4200600,"Monroe County PUMA, Pennsylvania","Other services, except public administration",4137,572,80347,1347,0.05148916574358719
4200600,"Monroe County PUMA, Pennsylvania",Public administration,3509,546,80347,1347,0.043673068067258264
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",269,124,50243,919,0.00535397965885795
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Construction,2573,376,50243,919,0.05121111398602791
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Manufacturing,5283,502,50243,919,0.10514897597675298
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Wholesale trade,1974,319,50243,919,0.03928905519176801
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Retail trade,5808,419,50243,919,0.11559819278307426
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Transportation and warehousing, and utilities",3362,360,50243,919,0.06691479410067074
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Information,922,184,50243,919,0.01835081503891089
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Finance and insurance, and real estate, and rental and leasing",3438,447,50243,919,0.06842744262882391
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",3668,405,50243,919,0.073005194753498
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Educational services, and health care and social assistance",13882,577,50243,919,0.2762971956292419
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",4408,489,50243,919,0.08773361463288418
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania","Other services, except public administration",2242,312,50243,919,0.04462313158051868
4200701,"Lackawanna County--Scranton City, Dunmore, Old Forge, Taylor & Moosic Boroughs PUMA; Pennsylvania",Public administration,2414,304,50243,919,0.0480464940389706
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",697,129,62006,939,0.01124084765990388
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Construction,4165,362,62006,939,0.06717091894332806
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Manufacturing,7337,451,62006,939,0.11832725865238848
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Wholesale trade,1697,242,62006,939,0.02736831919491662
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Retail trade,7748,547,62006,939,0.12495564945327871
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Transportation and warehousing, and utilities",3627,327,62006,939,0.05849433925749121
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Information,1028,177,62006,939,0.016579040737993097
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",3666,384,62006,939,0.05912331064735671
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",5553,411,62006,939,0.08955584943392575
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Educational services, and health care and social assistance",15555,639,62006,939,0.25086281972712315
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",4903,394,62006,939,0.07907299293616747
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania","Other services, except public administration",3147,337,62006,939,0.05075315292068509
4200702,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, Pennsylvania",Public administration,2883,274,62006,939,0.04649550043544173
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",338,116,63535,938,0.0053199024159911856
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Construction,3292,399,63535,938,0.05181396080900291
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Manufacturing,7089,674,63535,938,0.11157629652947194
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Wholesale trade,2109,273,63535,938,0.033194302353033764
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Retail trade,8213,478,63535,938,0.1292673329660817
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Transportation and warehousing, and utilities",4357,440,63535,938,0.06857637522625325
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Information,1293,213,63535,938,0.020350987644605335
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",4087,371,63535,938,0.06432674903596443
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",5041,409,63535,938,0.07934209490831826
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Educational services, and health care and social assistance",16156,681,63535,938,0.25428503974187455
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",5866,485,63535,938,0.09232706382308964
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania","Other services, except public administration",2597,377,63535,938,0.04087510820807429
4200801,"Luzerne County (East)--Kingston Borough PUMA, Pennsylvania",Public administration,3097,337,63535,938,0.04874478633823877
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",545,154,58672,1101,0.00928892827924734
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Construction,2647,376,58672,1101,0.045115216798472864
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Manufacturing,9921,753,58672,1101,0.16909258249250067
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Wholesale trade,1615,183,58672,1101,0.027525906735751296
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Retail trade,7849,538,58672,1101,0.13377761112626124
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Transportation and warehousing, and utilities",5000,462,58672,1101,0.08521952549768202
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Information,780,144,58672,1101,0.013294245977638397
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2766,273,58672,1101,0.0471434415053177
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",4967,425,58672,1101,0.08465707662939732
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Educational services, and health care and social assistance",12967,626,58672,1101,0.22100831742568858
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",4907,407,58672,1101,0.08363444232342514
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania","Other services, except public administration",2206,321,58672,1101,0.03759885464957731
4200802,"Luzerne County (South Central)--Wilkes-Barre & Hazleton Cities PUMA, Pennsylvania",Public administration,2502,310,58672,1101,0.04264385055904009
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",643,151,59975,832,0.010721133805752396
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Construction,3990,259,59975,832,0.06652771988328471
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Manufacturing,8507,465,59975,832,0.14184243434764485
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Wholesale trade,1302,166,59975,832,0.021709045435598165
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Retail trade,7485,502,59975,832,0.1248020008336807
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Transportation and warehousing, and utilities",4030,317,59975,832,0.06719466444351813
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Information,923,195,59975,832,0.015389745727386411
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2463,276,59975,832,0.04106711129637349
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",4096,355,59975,832,0.0682951229679033
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Educational services, and health care and social assistance",16248,609,59975,832,0.2709128803668195
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",5044,471,59975,832,0.0841017090454356
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania","Other services, except public administration",2655,329,59975,832,0.04426844518549396
4200803,"Columbia & Luzerne (West) Counties--Bloomsburg Town & Berwick Borough PUMA, Pennsylvania",Public administration,2589,245,59975,832,0.0431679866611088
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",1766,203,71018,847,0.024866935143203133
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Construction,4858,369,71018,847,0.06840519304964938
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Manufacturing,10609,556,71018,847,0.14938466304317216
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Wholesale trade,1857,228,71018,847,0.02614830043087668
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Retail trade,8551,613,71018,847,0.12040609422963193
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Transportation and warehousing, and utilities",3857,329,71018,847,0.05431017488524036
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Information,873,209,71018,847,0.012292658199329747
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2830,293,71018,847,0.03984905235292461
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",4963,473,71018,847,0.06988369145850348
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Educational services, and health care and social assistance",18393,778,71018,847,0.2589906784195556
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",5754,476,71018,847,0.08102171280520432
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania","Other services, except public administration",3599,333,71018,847,0.05067729308062745
4200900,"Lycoming & Clinton Counties PUMA, Pennsylvania",Public administration,3108,328,71018,847,0.043763552902081164
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",1111,165,50338,717,0.022070801382653264
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Construction,2629,265,50338,717,0.052226945846080494
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Manufacturing,7202,459,50338,717,0.1430728276848504
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Wholesale trade,1122,216,50338,717,0.022289324168620128
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Retail trade,5827,398,50338,717,0.11575747943899241
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Transportation and warehousing, and utilities",3246,372,50338,717,0.06448408756804005
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Information,530,136,50338,717,0.01052882514203981
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",1513,218,50338,717,0.030056815924351384
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",2662,316,50338,717,0.05288251420398109
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Educational services, and health care and social assistance",15814,574,50338,717,0.31415630338908973
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",3618,370,50338,717,0.07187413087528309
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania","Other services, except public administration",2204,277,50338,717,0.043784020024633476
4201000,"Northumberland & Montour Counties PUMA, Pennsylvania",Public administration,2860,294,50338,717,0.05681592435138464
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",2170,232,70700,892,0.030693069306930693
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Construction,5380,404,70700,892,0.07609618104667609
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Manufacturing,13210,721,70700,892,0.18684582743988684
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Wholesale trade,1868,313,70700,892,0.02642149929278642
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Retail trade,8331,590,70700,892,0.11783592644978784
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Transportation and warehousing, and utilities",3834,371,70700,892,0.05422913719943423
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Information,632,141,70700,892,0.00893917963224894
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2093,263,70700,892,0.029603960396039602
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",3852,380,70700,892,0.05448373408769448
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Educational services, and health care and social assistance",17980,739,70700,892,0.2543140028288543
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",4640,441,70700,892,0.06562942008486564
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania","Other services, except public administration",3278,293,70700,892,0.046364922206506363
4201100,"Mifflin, Union, Snyder & Juniata Counties PUMA; Pennsylvania",Public administration,3432,325,70700,892,0.048543140028288544
4201200,"Centre County PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",982,216,77182,1417,0.0127231737969993
4201200,"Centre County PUMA, Pennsylvania",Construction,3024,395,77182,1417,0.03918011971703247
4201200,"Centre County PUMA, Pennsylvania",Manufacturing,5614,467,77182,1417,0.07273716669689824
4201200,"Centre County PUMA, Pennsylvania",Wholesale trade,1109,224,77182,1417,0.014368635174004302
4201200,"Centre County PUMA, Pennsylvania",Retail trade,7614,631,77182,1417,0.09864994428752819
4201200,"Centre County PUMA, Pennsylvania","Transportation and warehousing, and utilities",2360,327,77182,1417,0.03057707755694333
4201200,"Centre County PUMA, Pennsylvania",Information,800,171,77182,1417,0.010365111036251975
4201200,"Centre County PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2979,404,77182,1417,0.03859708222124329
4201200,"Centre County PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",7072,519,77182,1417,0.09162758156046746
4201200,"Centre County PUMA, Pennsylvania","Educational services, and health care and social assistance",31788,1143,77182,1417,0.41185768702547226
4201200,"Centre County PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",8040,704,77182,1417,0.10416936591433236
4201200,"Centre County PUMA, Pennsylvania","Other services, except public administration",2983,345,77182,1417,0.03864890777642455
4201200,"Centre County PUMA, Pennsylvania",Public administration,2817,347,77182,1417,0.03649814723640227
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",1870,171,60722,809,0.03079608708540562
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Construction,4262,230,60722,809,0.07018872896149665
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Manufacturing,10061,457,60722,809,0.16568953591778926
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Wholesale trade,1291,242,60722,809,0.021260828035967193
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Retail trade,6935,361,60722,809,0.11420901814828234
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Transportation and warehousing, and utilities",3884,305,60722,809,0.06396363756134514
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Information,586,107,60722,809,0.0096505385198116
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2115,205,60722,809,0.03483086854846678
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",3414,295,60722,809,0.05622344455057475
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Educational services, and health care and social assistance",15558,568,60722,809,0.2562168571522677
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",4520,341,60722,809,0.07443760086953657
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania","Other services, except public administration",3301,299,60722,809,0.054362504528836335
4201300,"Venango, Jefferson, Clarion & Forest Counties PUMA; Pennsylvania",Public administration,2925,275,60722,809,0.04817035012022002
4201400,"Mercer County PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",813,127,49378,632,0.016464822390538297
4201400,"Mercer County PUMA, Pennsylvania",Construction,2493,311,49378,632,0.05048807161083883
4201400,"Mercer County PUMA, Pennsylvania",Manufacturing,8058,466,49378,632,0.16319008465308438
4201400,"Mercer County PUMA, Pennsylvania",Wholesale trade,1113,188,49378,632,0.022540402608449108
4201400,"Mercer County PUMA, Pennsylvania",Retail trade,5861,429,49378,632,0.11869658552391753
4201400,"Mercer County PUMA, Pennsylvania","Transportation and warehousing, and utilities",2315,207,49378,632,0.04688322734821176
4201400,"Mercer County PUMA, Pennsylvania",Information,528,161,49378,632,0.010693021183523027
4201400,"Mercer County PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2076,268,49378,632,0.04204301510794281
4201400,"Mercer County PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",3303,332,49378,632,0.06689213819919802
4201400,"Mercer County PUMA, Pennsylvania","Educational services, and health care and social assistance",13899,623,49378,632,0.28148163149580785
4201400,"Mercer County PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",3965,384,49378,632,0.0802989185467212
4201400,"Mercer County PUMA, Pennsylvania","Other services, except public administration",2538,256,49378,632,0.051399408643525456
4201400,"Mercer County PUMA, Pennsylvania",Public administration,2416,257,49378,632,0.04892867268824173
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",814,185,47736,888,0.017052119993296463
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Construction,3342,372,47736,888,0.07001005530417295
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Manufacturing,7293,491,47736,888,0.1527777777777778
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Wholesale trade,1449,225,47736,888,0.03035444947209653
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Retail trade,5761,444,47736,888,0.1206845986257751
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Transportation and warehousing, and utilities",2576,288,47736,888,0.05396346572817161
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Information,689,118,47736,888,0.01443355119825708
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",2208,247,47736,888,0.04625439919557567
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",3823,386,47736,888,0.0800863080274845
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Educational services, and health care and social assistance",12127,607,47736,888,0.2540430702195408
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",3944,401,47736,888,0.08262108262108261
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania","Other services, except public administration",2451,332,47736,888,0.051344896933132225
4201501,"Lawrence & Beaver (North) Counties--New Castle City PUMA, Pennsylvania",Public administration,1259,173,47736,888,0.026374224903636667
4201502,"Beaver County (South) PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",731,172,72765,946,0.010046038617467189
4201502,"Beaver County (South) PUMA, Pennsylvania",Construction,4634,385,72765,946,0.06368446368446369
4201502,"Beaver County (South) PUMA, Pennsylvania",Manufacturing,8344,554,72765,946,0.11467051467051467
4201502,"Beaver County (South) PUMA, Pennsylvania",Wholesale trade,1993,314,72765,946,0.027389541675255962
4201502,"Beaver County (South) PUMA, Pennsylvania",Retail trade,8083,596,72765,946,0.11108362536933966
4201502,"Beaver County (South) PUMA, Pennsylvania","Transportation and warehousing, and utilities",6570,479,72765,946,0.09029066171923315
4201502,"Beaver County (South) PUMA, Pennsylvania",Information,768,134,72765,946,0.010554524840239126
4201502,"Beaver County (South) PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",4776,476,72765,946,0.06563595135023706
4201502,"Beaver County (South) PUMA, Pennsylvania","Professional, scientific, and management, and administrative, and waste management services",7149,515,72765,946,0.09824778396206968
4201502,"Beaver County (South) PUMA, Pennsylvania","Educational services, and health care and social assistance",17990,768,72765,946,0.24723424723424722
4201502,"Beaver County (South) PUMA, Pennsylvania","Arts, entertainment, and recreation, and accommodation and food services",5871,459,72765,946,0.08068439497010925
4201502,"Beaver County (South) PUMA, Pennsylvania","Other services, except public administration",3338,331,72765,946,0.04587370301656016
4201502,"Beaver County (South) PUMA, Pennsylvania",Public administration,2518,303,72765,946,0.034604548890263175
4201600,"Butler County PUMA, Pennsylvania","Agriculture, forestry, fishing and hunting, and mining",1130,141,93689,870,0.012061181141862972
4201600,"Butler County PUMA, Pennsylvania",Construction,6468,521,93689,870,0.06903692002262805
4201600,"Butler County PUMA, Pennsylvania",Manufacturing,12487,580,93689,870,0.13328138842340082
4201600,"Butler County PUMA, Pennsylvania",Wholesale trade,2812,322,93689,870,0.030014195903467857
4201600,"Butler County PUMA, Pennsylvania",Retail trade,11111,551,93689,870,0.11859449882056591
4201600,"Butler County PUMA, Pennsylvania","Transportation and warehousing, and utilities",5632,448,93689,870,0.06011378069997545
4201600,"Butler County PUMA, Pennsylvania",Information,1507,236,93689,870,0.01608513272636062
4201600,"Butler County PUMA, Pennsylvania","Finance and insurance, and real estate, and rental and leasing",5909,524,93689,870,0.06307037112147637
